loan_amnt,term,installment,purpose,annual_inc,dti,int_rate_pct,revol_util_pct,delinq_2yrs,inq_last_6mths,open_acc,total_acc,emp_length_yrs,credit_history_years,default,dti_band,util_band,rate_band,early_warning_flag,risk_tier
9175.0, 36 months,336.28,debt_consolidation,38000.0,10.8,18.99,88.1,0.0,2.0,6.0,30.0,5.0,15.263013698630138,0,Low,Very High,High,1,Watchlist
19200.0, 36 months,617.73,debt_consolidation,63000.0,34.08,9.8,47.0,0.0,2.0,18.0,20.0,0.0,9.424657534246576,0,High,Moderate,Low,1,Watchlist
9000.0, 36 months,307.52,debt_consolidation,72084.0,36.72,13.98,35.9,0.0,2.0,29.0,71.0,6.0,20.6,1,High,Moderate,Moderate,1,Watchlist
5175.0, 36 months,172.19,debt_consolidation,63000.0,34.82,12.12,80.3,0.0,2.0,12.0,27.0,10.0,21.432876712328767,0,High,Very High,Moderate,1,Watchlist
21000.0, 60 months,470.22,credit_card,105000.0,14.02,12.29,81.2,1.0,1.0,23.0,49.0,5.0,31.526027397260275,0,Low,Very High,Moderate,1,Watchlist
19200.0, 60 months,462.94,debt_consolidation,50000.0,27.7,15.61,82.6,0.0,3.0,8.0,17.0,10.0,17.682191780821917,0,Moderate,Very High,High,1,Watchlist
15000.0, 36 months,512.6,debt_consolidation,70000.0,21.36,13.99,89.7,2.0,0.0,10.0,30.0,6.0,17.682191780821917,1,Moderate,Very High,Moderate,1,Watchlist
21000.0, 36 months,702.43,debt_consolidation,110000.0,12.62,12.49,86.0,2.0,0.0,21.0,63.0,6.0,31.693150684931503,0,Low,Very High,Moderate,1,Watchlist
6700.0, 36 months,211.17,debt_consolidation,121000.0,14.6,8.39,83.4,0.0,2.0,9.0,30.0,10.0,21.18082191780822,0,Low,Very High,Low,1,Watchlist
10000.0, 36 months,344.02,debt_consolidation,50000.0,21.84,14.46,87.0,0.0,2.0,8.0,16.0,6.0,24.183561643835617,0,Moderate,Very High,Moderate,1,Watchlist
15000.0, 36 months,488.53,debt_consolidation,65000.0,31.5,10.64,60.1,3.0,0.0,7.0,20.0,1.0,16.515068493150686,1,High,High,Moderate,1,Watchlist
10000.0, 36 months,327.34,credit_card,45000.0,12.16,10.99,83.6,0.0,3.0,7.0,15.0,2.0,13.594520547945203,0,Low,Very High,Moderate,1,Watchlist
10000.0, 36 months,356.48,debt_consolidation,85000.0,15.91,16.99,90.6,0.0,3.0,11.0,29.0,1.0,15.095890410958903,1,Low,Very High,High,1,Watchlist
7200.0, 36 months,237.4,debt_consolidation,96590.0,20.41,11.49,84.9,5.0,0.0,25.0,35.0,10.0,15.345205479452057,0,Moderate,Very High,Moderate,1,Watchlist
6000.0, 36 months,222.96,debt_consolidation,38829.77,31.27,19.99,30.1,0.0,2.0,18.0,34.0,10.0,34.18904109589041,1,High,Moderate,High,1,Watchlist
16000.0, 36 months,546.77,debt_consolidation,100000.0,19.56,13.99,82.7,0.0,2.0,11.0,13.0,10.0,18.51506849315069,0,Low,Very High,Moderate,1,Watchlist
30000.0, 36 months,1044.52,debt_consolidation,110000.0,31.66,15.31,82.2,0.0,2.0,27.0,48.0,1.0,18.263013698630136,0,High,Very High,High,1,Watchlist
24000.0, 36 months,765.1,debt_consolidation,128000.0,11.72,9.17,98.3,2.0,0.0,17.0,29.0,3.0,24.6027397260274,0,Low,Very High,Low,1,Watchlist
19000.0, 60 months,583.7,home_improvement,50000.0,34.35,27.31,30.4,0.0,3.0,13.0,22.0,10.0,17.263013698630136,0,High,Moderate,Very High,1,Watchlist
15000.0, 36 months,487.47,debt_consolidation,60000.0,7.32,10.49,83.8,1.0,1.0,4.0,13.0,5.0,22.18082191780822,0,Low,Very High,Moderate,1,Watchlist
19750.0, 36 months,699.14,other,55000.0,22.93,16.49,82.9,0.0,2.0,9.0,16.0,1.0,16.5972602739726,0,Moderate,Very High,High,1,Watchlist
25300.0, 60 months,784.54,debt_consolidation,70000.0,33.34,27.79,65.6,1.0,0.0,15.0,34.0,10.0,27.85753424657534,1,High,High,Very High,1,Watchlist
5500.0, 36 months,205.81,other,82000.0,23.71,20.5,95.4,1.0,0.0,10.0,26.0,7.0,23.350684931506848,0,Moderate,Very High,Very High,1,Watchlist
4000.0, 60 months,95.61,moving,38400.0,21.16,15.21,82.9,0.0,3.0,4.0,7.0,2.0,16.345205479452055,1,Moderate,Very High,High,1,Watchlist
8000.0, 36 months,269.52,home_improvement,80000.0,33.58,12.99,55.2,0.0,4.0,36.0,51.0,4.0,23.854794520547944,0,High,Moderate,Moderate,1,Watchlist
17625.0, 36 months,593.78,credit_card,43000.0,32.99,12.99,89.8,2.0,0.0,9.0,18.0,7.0,19.265753424657536,0,High,Very High,Moderate,1,Watchlist
5000.0, 36 months,189.64,small_business,75000.0,22.5,21.49,88.7,0.0,3.0,10.0,20.0,4.0,18.5972602739726,0,Moderate,Very High,Very High,1,Watchlist
22000.0, 36 months,717.65,home_improvement,78000.0,30.06,10.75,52.7,1.0,1.0,18.0,34.0,10.0,29.27123287671233,1,High,Moderate,Moderate,1,Watchlist
16000.0, 60 months,393.79,credit_card,86000.0,36.39,16.55,74.0,1.0,1.0,16.0,47.0,10.0,16.263013698630136,0,High,High,High,1,Watchlist
8250.0, 36 months,290.01,debt_consolidation,42000.0,33.14,15.99,34.3,0.0,2.0,11.0,34.0,10.0,29.77260273972603,1,High,Moderate,High,1,Watchlist
16500.0, 60 months,383.85,debt_consolidation,60000.0,26.1,13.99,93.8,5.0,1.0,8.0,22.0,2.0,18.43013698630137,0,Moderate,Very High,Moderate,1,Watchlist
2000.0, 36 months,67.09,home_improvement,30000.0,37.0,12.69,44.5,1.0,0.0,7.0,19.0,0.0,15.515068493150684,0,High,Moderate,Moderate,1,Watchlist
25000.0, 60 months,690.19,debt_consolidation,98000.0,18.66,21.98,95.0,0.0,2.0,13.0,23.0,0.0,25.183561643835617,0,Low,Very High,Very High,1,Watchlist
8875.0, 36 months,327.67,other,41000.0,26.79,19.52,93.2,1.0,0.0,12.0,14.0,3.0,50.2,0,Moderate,Very High,High,1,Watchlist
9700.0, 36 months,311.5,debt_consolidation,73000.0,21.06,9.67,86.8,0.0,2.0,10.0,34.0,2.0,23.854794520547944,0,Moderate,Very High,Low,1,Watchlist
20000.0, 36 months,677.07,debt_consolidation,45000.0,14.8,13.33,89.3,2.0,0.0,11.0,28.0,1.0,29.438356164383563,0,Low,Very High,Moderate,1,Watchlist
22800.0, 36 months,753.7,credit_card,104000.0,18.73,11.67,97.9,0.0,3.0,10.0,24.0,10.0,20.0986301369863,0,Low,Very High,Moderate,1,Watchlist
30000.0, 36 months,1106.07,debt_consolidation,71651.0,32.36,19.42,0.0,2.0,0.0,9.0,45.0,10.0,19.767123287671232,0,High,,High,1,Watchlist
20000.0, 36 months,708.59,debt_consolidation,133213.0,22.43,16.55,87.0,2.0,1.0,21.0,47.0,6.0,46.03013698630137,0,Moderate,Very High,High,1,Watchlist
8400.0, 36 months,316.43,credit_card,44000.0,16.82,20.99,97.9,2.0,1.0,4.0,7.0,10.0,19.0986301369863,0,Low,Very High,Very High,1,Watchlist
3250.0, 36 months,112.64,debt_consolidation,58000.0,16.49,14.98,81.6,0.0,3.0,6.0,23.0,7.0,26.6027397260274,0,Low,Very High,Moderate,1,Watchlist
17000.0, 60 months,391.08,debt_consolidation,53000.0,21.03,13.49,84.6,0.0,2.0,7.0,12.0,9.0,24.52054794520548,1,Moderate,Very High,Moderate,1,Watchlist
9600.0, 36 months,326.57,credit_card,51000.0,32.71,13.67,56.4,0.0,2.0,18.0,26.0,5.0,12.427397260273972,0,High,Moderate,Moderate,1,Watchlist
4500.0, 36 months,156.68,credit_card,82000.0,20.91,15.31,88.2,0.0,2.0,12.0,32.0,6.0,20.6,0,Moderate,Very High,High,1,Watchlist
12825.0, 36 months,462.76,debt_consolidation,51000.0,30.16,17.86,30.9,4.0,1.0,9.0,22.0,10.0,17.515068493150686,0,High,Moderate,High,1,Watchlist
35000.0, 60 months,856.54,credit_card,176000.0,15.37,16.29,82.8,1.0,0.0,8.0,18.0,8.0,29.523287671232875,0,Low,Very High,High,1,Watchlist
5000.0, 36 months,172.09,debt_consolidation,56000.0,16.93,14.49,86.0,0.0,3.0,9.0,43.0,10.0,32.441095890410956,0,Low,Very High,Moderate,1,Watchlist
7000.0, 36 months,248.01,debt_consolidation,40000.0,38.13,16.55,43.0,1.0,1.0,21.0,32.0,4.0,15.01095890410959,0,High,Moderate,High,1,Watchlist
5000.0, 36 months,159.4,debt_consolidation,150000.0,16.67,9.17,98.0,1.0,1.0,17.0,39.0,10.0,33.441095890410956,0,Low,Very High,Low,1,Watchlist
12800.0, 36 months,456.3,debt_consolidation,42700.0,28.05,16.99,87.0,0.0,3.0,9.0,43.0,8.0,13.26027397260274,0,Moderate,Very High,High,1,Watchlist
24200.0, 36 months,965.91,debt_consolidation,100000.0,30.61,25.29,37.1,2.0,3.0,14.0,41.0,2.0,16.5972602739726,1,High,Moderate,Very High,1,Watchlist
24000.0, 36 months,774.3,credit_card,50000.0,21.53,9.99,83.1,4.0,1.0,17.0,48.0,0.0,17.926027397260274,0,Moderate,Very High,Low,1,Watchlist
21000.0, 60 months,544.64,debt_consolidation,113130.0,6.53,18.99,81.3,0.0,2.0,2.0,7.0,7.0,7.50958904109589,0,Low,Very High,High,1,Watchlist
6000.0, 36 months,187.77,other,250000.0,16.17,7.91,82.3,1.0,1.0,15.0,33.0,10.0,26.183561643835617,0,Low,Very High,Low,1,Watchlist
12875.0, 36 months,491.64,debt_consolidation,45700.0,37.26,21.99,19.5,0.0,2.0,22.0,40.0,1.0,14.67945205479452,0,High,Low,Very High,1,Watchlist
5000.0, 36 months,198.8,credit_card,105000.0,16.11,25.0,80.5,1.0,1.0,14.0,29.0,0.0,32.441095890410956,1,Low,Very High,Very High,1,Watchlist
16000.0, 60 months,437.28,debt_consolidation,85000.0,8.63,21.49,94.6,1.0,0.0,20.0,53.0,10.0,20.18082191780822,0,Low,Very High,Very High,1,Watchlist
9150.0, 36 months,303.87,debt_consolidation,60000.0,17.4,11.99,93.0,1.0,2.0,10.0,15.0,0.0,24.268493150684932,1,Low,Very High,Moderate,1,Watchlist
5000.0, 36 months,177.25,credit_card,140000.0,37.03,16.59,49.2,4.0,0.0,11.0,26.0,10.0,31.02191780821918,0,High,Moderate,High,1,Watchlist
10000.0, 36 months,359.38,credit_card,32000.0,33.87,17.57,66.2,0.0,2.0,14.0,18.0,2.0,10.09041095890411,1,High,High,High,1,Watchlist
20250.0, 60 months,533.36,debt_consolidation,45000.0,20.13,19.72,92.1,0.0,2.0,18.0,31.0,0.0,19.0986301369863,0,Moderate,Very High,High,1,Watchlist
12000.0, 36 months,400.24,debt_consolidation,120000.0,21.2,12.29,81.1,1.0,0.0,13.0,51.0,8.0,18.51506849315069,0,Moderate,Very High,Moderate,1,Watchlist
8400.0, 36 months,281.5,small_business,65000.0,34.6,12.62,55.5,0.0,2.0,24.0,35.0,5.0,17.095890410958905,1,High,Moderate,Moderate,1,Watchlist
14975.0, 36 months,499.9,debt_consolidation,135000.0,27.34,12.35,83.6,0.0,2.0,9.0,15.0,10.0,15.43013698630137,0,Moderate,Very High,Moderate,1,Watchlist
10250.0, 36 months,370.88,credit_card,38000.0,32.98,18.06,67.0,0.0,2.0,15.0,17.0,5.0,10.33972602739726,1,High,High,High,1,Watchlist
8000.0, 36 months,268.36,debt_consolidation,75000.0,39.71,12.69,65.3,4.0,0.0,11.0,29.0,10.0,30.353424657534248,1,High,High,Moderate,1,Watchlist
6000.0, 36 months,192.17,credit_card,105000.0,8.08,9.49,84.4,1.0,0.0,5.0,12.0,0.0,13.175342465753424,0,Low,Very High,Low,1,Watchlist
30000.0, 60 months,823.46,debt_consolidation,115000.0,19.56,21.7,100.0,3.0,0.0,6.0,28.0,10.0,20.0986301369863,0,Low,Very High,Very High,1,Watchlist
31500.0, 60 months,906.01,debt_consolidation,70000.0,32.25,23.99,78.0,1.0,0.0,14.0,27.0,10.0,17.345205479452055,1,High,High,Very High,1,Watchlist
24000.0, 36 months,764.99,credit_card,84000.0,24.93,9.16,95.3,1.0,2.0,9.0,36.0,2.0,20.92876712328767,0,Moderate,Very High,Low,1,Watchlist
7800.0, 36 months,259.04,debt_consolidation,52000.0,14.33,11.99,96.3,2.0,1.0,17.0,29.0,2.0,10.424657534246576,0,Low,Very High,Moderate,1,Watchlist
8000.0, 36 months,250.33,debt_consolidation,45000.0,33.04,7.9,67.3,0.0,2.0,15.0,23.0,0.0,18.17808219178082,1,High,High,Low,1,Watchlist
8275.0, 36 months,264.11,debt_consolidation,25000.0,31.87,9.25,46.8,1.0,0.0,10.0,15.0,10.0,25.268493150684932,0,High,Moderate,Low,1,Watchlist
16000.0, 60 months,338.07,credit_card,65000.0,39.49,9.76,29.1,1.0,0.0,16.0,32.0,0.0,20.265753424657536,0,High,Low,Low,1,Watchlist
19875.0, 60 months,462.26,debt_consolidation,110000.0,30.77,13.98,91.4,0.0,2.0,16.0,51.0,10.0,22.6,0,High,Very High,Moderate,1,Watchlist
15000.0, 36 months,515.08,debt_consolidation,66500.0,31.14,14.33,66.5,0.0,2.0,17.0,39.0,6.0,18.682191780821917,0,High,High,Moderate,1,Watchlist
25000.0, 60 months,655.69,debt_consolidation,83500.0,5.0,19.52,80.5,0.0,3.0,8.0,26.0,10.0,26.687671232876713,0,Low,Very High,High,1,Watchlist
3000.0, 36 months,98.92,debt_consolidation,70000.0,21.45,11.49,88.6,1.0,0.0,13.0,29.0,4.0,18.17808219178082,1,Moderate,Very High,Moderate,1,Watchlist
9500.0, 36 months,342.36,debt_consolidation,40000.0,34.86,17.77,63.4,1.0,1.0,10.0,21.0,10.0,41.1945205479452,0,High,High,High,1,Watchlist
32000.0, 60 months,739.13,debt_consolidation,78000.0,32.9,13.67,44.2,1.0,0.0,20.0,39.0,8.0,28.85753424657534,0,High,Moderate,Moderate,1,Watchlist
16000.0, 60 months,385.79,debt_consolidation,50000.0,38.67,15.61,14.6,4.0,1.0,18.0,44.0,10.0,18.51506849315069,0,High,Low,High,1,Watchlist
10500.0, 36 months,329.91,major_purchase,245000.0,10.69,8.18,94.4,4.0,0.0,7.0,34.0,10.0,28.60547945205479,0,Low,Very High,Low,1,Watchlist
5000.0, 36 months,166.77,debt_consolidation,52000.0,34.11,12.29,55.0,0.0,2.0,13.0,22.0,4.0,23.52054794520548,0,High,Moderate,Moderate,1,Watchlist
13000.0, 60 months,330.05,debt_consolidation,104000.0,32.96,17.99,45.3,0.0,2.0,33.0,74.0,4.0,14.26027397260274,0,High,Moderate,High,1,Watchlist
8475.0, 36 months,312.9,debt_consolidation,37000.0,30.91,19.52,51.9,0.0,2.0,9.0,12.0,1.0,14.093150684931508,1,High,Moderate,High,1,Watchlist
5000.0, 36 months,160.15,medical,96000.0,19.89,9.49,95.8,1.0,0.0,6.0,26.0,3.0,15.764383561643836,0,Low,Very High,Low,1,Watchlist
10000.0, 60 months,306.97,debt_consolidation,62000.0,34.28,27.27,49.9,1.0,0.0,7.0,20.0,5.0,6.002739726027397,0,High,Moderate,Very High,1,Watchlist
23200.0, 60 months,627.51,debt_consolidation,55458.0,36.53,20.99,58.5,0.0,2.0,16.0,32.0,6.0,26.016438356164382,1,High,Moderate,Very High,1,Watchlist
8000.0, 36 months,298.58,other,32000.0,32.81,20.31,70.7,1.0,0.0,14.0,26.0,4.0,14.846575342465751,0,High,High,Very High,1,Watchlist
8000.0, 36 months,313.36,credit_card,67350.0,30.61,23.88,74.5,1.0,1.0,9.0,22.0,10.0,33.106849315068494,0,High,High,Very High,1,Watchlist
10800.0, 60 months,287.34,debt_consolidation,36000.0,29.9,20.2,89.3,0.0,3.0,17.0,40.0,0.0,18.51506849315069,0,Moderate,Very High,Very High,1,Watchlist
20000.0, 36 months,628.39,debt_consolidation,77000.0,31.35,8.18,60.7,1.0,0.0,13.0,19.0,10.0,32.69315068493151,0,High,High,Low,1,Watchlist
15000.0, 36 months,539.06,debt_consolidation,53142.0,27.6,17.57,92.2,2.0,2.0,14.0,17.0,10.0,21.6,1,Moderate,Very High,High,1,Watchlist
16000.0, 60 months,464.95,debt_consolidation,157100.0,22.19,24.5,94.9,0.0,3.0,9.0,21.0,5.0,38.02465753424657,0,Moderate,Very High,Very High,1,Watchlist
29975.0, 36 months,1048.07,other,75000.0,7.79,15.61,86.7,1.0,1.0,3.0,22.0,10.0,22.51780821917808,0,Low,Very High,High,1,Watchlist
13000.0, 36 months,447.35,credit_card,66000.0,34.67,14.48,33.0,1.0,3.0,26.0,50.0,10.0,23.687671232876713,0,High,Moderate,Moderate,1,Watchlist
35000.0, 60 months,1024.23,debt_consolidation,85000.0,54.47,24.85,33.4,0.0,3.0,22.0,41.0,0.0,23.016438356164382,1,Very High,Moderate,Very High,1,Watchlist
7200.0, 36 months,219.83,home_improvement,307400.0,8.68,6.24,82.5,3.0,0.0,11.0,23.0,4.0,35.52876712328767,0,Low,Very High,Low,1,Watchlist
20000.0, 60 months,488.49,debt_consolidation,62000.0,24.83,16.2,88.5,0.0,2.0,13.0,23.0,9.0,25.183561643835617,0,Moderate,Very High,High,1,Watchlist
5000.0, 36 months,163.67,credit_card,14896.0,32.15,10.99,63.4,1.0,0.0,7.0,19.0,6.0,14.26027397260274,0,High,High,Moderate,1,Watchlist
30000.0, 36 months,1025.19,debt_consolidation,190000.0,9.75,13.99,83.0,1.0,0.0,9.0,26.0,10.0,18.51506849315069,1,Low,Very High,Moderate,1,Watchlist
5000.0, 36 months,171.62,debt_consolidation,70000.0,8.73,14.3,82.0,1.0,0.0,5.0,15.0,0.0,24.268493150684932,0,Low,Very High,Moderate,1,Watchlist
2000.0, 36 months,68.7,debt_consolidation,38400.0,17.94,14.35,80.4,1.0,0.0,10.0,14.0,1.0,13.342465753424657,1,Low,Very High,Moderate,1,Watchlist
12000.0, 36 months,407.17,debt_consolidation,83673.0,19.35,13.49,96.1,2.0,4.0,7.0,33.0,1.0,14.427397260273972,0,Low,Very High,Moderate,1,Watchlist
27575.0, 36 months,993.73,debt_consolidation,70000.0,10.85,17.77,84.2,0.0,2.0,9.0,30.0,10.0,35.61095890410959,1,Low,Very High,High,1,Watchlist
6000.0, 36 months,219.91,other,106000.0,30.7,18.99,68.3,1.0,3.0,22.0,66.0,10.0,25.268493150684932,1,High,High,High,1,Watchlist
21000.0, 36 months,803.64,house,77000.0,33.82,22.15,58.9,1.0,2.0,11.0,39.0,5.0,19.265753424657536,0,High,Moderate,Very High,1,Watchlist
12000.0, 36 months,398.52,debt_consolidation,50000.0,31.56,11.99,69.2,1.0,0.0,11.0,18.0,3.0,18.17808219178082,0,High,High,Moderate,1,Watchlist
18000.0, 36 months,555.55,debt_consolidation,93000.0,17.14,6.97,98.0,2.0,0.0,7.0,24.0,6.0,48.45205479452055,0,Low,Very High,Low,1,Watchlist
8000.0, 36 months,304.29,debt_consolidation,50000.0,34.35,21.7,66.8,0.0,4.0,16.0,33.0,3.0,23.435616438356163,0,High,High,Very High,1,Watchlist
9600.0, 36 months,329.65,debt_consolidation,132000.0,21.52,14.33,93.0,3.0,1.0,9.0,22.0,10.0,20.18082191780822,0,Moderate,Very High,Moderate,1,Watchlist
9250.0, 36 months,330.25,debt_consolidation,65429.16,33.51,17.1,69.3,0.0,3.0,19.0,44.0,10.0,28.77260273972603,0,High,High,High,1,Watchlist
7200.0, 36 months,238.15,debt_consolidation,26453.0,21.55,11.71,82.7,0.0,2.0,10.0,13.0,6.0,25.687671232876713,1,Moderate,Very High,Moderate,1,Watchlist
33575.0, 60 months,954.81,major_purchase,70000.0,20.09,23.43,96.7,0.0,2.0,19.0,52.0,3.0,23.435616438356163,0,Moderate,Very High,Very High,1,Watchlist
25000.0, 36 months,874.12,debt_consolidation,68000.0,25.39,15.61,86.9,1.0,0.0,15.0,22.0,10.0,29.186301369863013,0,Moderate,Very High,High,1,Watchlist
6000.0, 36 months,196.41,debt_consolidation,70000.0,34.2,10.99,54.0,1.0,0.0,14.0,21.0,6.0,29.438356164383563,0,High,Moderate,Moderate,1,Watchlist
8600.0, 36 months,283.35,debt_consolidation,45000.0,25.01,11.44,89.6,0.0,2.0,5.0,11.0,10.0,15.263013698630138,0,Moderate,Very High,Moderate,1,Watchlist
17000.0, 60 months,558.82,debt_consolidation,47800.0,30.91,30.84,49.4,1.0,3.0,26.0,41.0,10.0,19.852054794520548,0,High,Moderate,Very High,1,Watchlist
35000.0, 60 months,843.9,credit_card,150000.0,11.79,15.61,94.8,1.0,1.0,7.0,21.0,10.0,25.016438356164382,0,Low,Very High,High,1,Watchlist
20000.0, 36 months,677.07,debt_consolidation,70000.0,31.22,13.33,49.8,0.0,2.0,13.0,25.0,10.0,42.44657534246576,0,High,Moderate,Moderate,1,Watchlist
6400.0, 36 months,214.85,debt_consolidation,30000.0,34.84,12.74,34.6,1.0,0.0,15.0,25.0,2.0,11.427397260273972,0,High,Moderate,Moderate,1,Watchlist
20000.0, 36 months,658.95,home_improvement,900000.0,11.0,11.44,96.8,1.0,0.0,11.0,28.0,10.0,32.02191780821918,0,Low,Very High,Moderate,1,Watchlist
8750.0, 36 months,299.02,debt_consolidation,70000.0,31.59,13.99,43.9,0.0,2.0,17.0,37.0,7.0,12.512328767123288,0,High,Moderate,Moderate,1,Watchlist
21600.0, 60 months,551.44,debt_consolidation,105000.0,21.29,18.25,95.8,2.0,0.0,13.0,28.0,1.0,23.435616438356163,0,Moderate,Very High,High,1,Watchlist
13900.0, 36 months,504.27,debt_consolidation,60000.0,38.78,18.25,36.3,1.0,1.0,15.0,37.0,10.0,22.265753424657536,0,High,Moderate,High,1,Watchlist
7525.0, 36 months,239.86,debt_consolidation,60700.0,52.69,9.16,91.3,1.0,1.0,20.0,47.0,7.0,21.265753424657536,1,Very High,Very High,Low,1,Watchlist
20000.0, 36 months,654.68,debt_consolidation,117000.0,9.54,10.99,86.3,0.0,2.0,9.0,18.0,0.0,18.263013698630136,0,Low,Very High,Moderate,1,Watchlist
15000.0, 60 months,397.33,debt_consolidation,70000.0,18.46,19.99,82.0,3.0,2.0,10.0,22.0,4.0,17.345205479452055,1,Low,Very High,High,1,Watchlist
6000.0, 36 months,191.28,debt_consolidation,63000.0,14.5,9.17,81.5,1.0,0.0,9.0,16.0,10.0,17.01095890410959,1,Low,Very High,Low,1,Watchlist
16000.0, 36 months,580.45,debt_consolidation,70212.0,34.56,18.25,72.4,2.0,2.0,14.0,66.0,10.0,16.263013698630136,1,High,High,High,1,Watchlist
8000.0, 36 months,279.72,debt_consolidation,52000.0,29.79,15.61,90.9,7.0,1.0,12.0,29.0,0.0,12.67945205479452,0,Moderate,Very High,High,1,Watchlist
10000.0, 60 months,259.36,debt_consolidation,30000.0,34.84,18.99,22.3,3.0,1.0,21.0,44.0,1.0,14.008219178082191,0,High,Low,High,1,Watchlist
13825.0, 36 months,492.84,debt_consolidation,48012.0,20.99,16.99,91.5,1.0,0.0,8.0,26.0,1.0,19.51780821917808,0,Moderate,Very High,High,1,Watchlist
5600.0, 36 months,195.81,credit_card,27900.0,32.86,15.61,86.3,0.0,3.0,5.0,21.0,6.0,23.76986301369863,1,High,Very High,High,1,Watchlist
12500.0, 36 months,418.12,home_improvement,135000.0,26.21,12.49,93.2,0.0,2.0,9.0,19.0,0.0,18.92876712328767,0,Moderate,Very High,Moderate,1,Watchlist
30000.0, 36 months,1059.02,home_improvement,164000.0,14.06,16.29,82.5,2.0,0.0,13.0,35.0,2.0,29.353424657534248,0,Low,Very High,High,1,Watchlist
9975.0, 36 months,358.48,credit_card,47177.0,28.75,17.57,96.8,0.0,3.0,7.0,9.0,6.0,18.5972602739726,0,Moderate,Very High,High,1,Watchlist
8000.0, 36 months,270.25,debt_consolidation,77000.0,39.78,13.18,51.2,0.0,2.0,17.0,20.0,1.0,27.934246575342467,1,High,Moderate,Moderate,1,Watchlist
12525.0, 36 months,436.09,debt_consolidation,75000.0,17.54,15.31,81.5,1.0,1.0,8.0,32.0,10.0,25.52054794520548,0,Low,Very High,High,1,Watchlist
2500.0, 36 months,84.23,debt_consolidation,33000.0,33.93,12.99,61.8,2.0,1.0,13.0,21.0,9.0,23.931506849315067,0,High,High,Moderate,1,Watchlist
18000.0, 36 months,619.49,credit_card,75000.0,22.64,14.49,82.0,0.0,2.0,20.0,33.0,0.0,21.265753424657536,0,Moderate,Very High,Moderate,1,Watchlist
10000.0, 60 months,262.28,debt_consolidation,43000.0,18.36,19.52,95.9,1.0,0.0,4.0,11.0,0.0,17.01095890410959,1,Low,Very High,High,1,Watchlist
6000.0, 36 months,204.08,debt_consolidation,25000.0,38.98,13.66,54.0,1.0,0.0,8.0,23.0,6.0,17.84931506849315,0,High,Moderate,Moderate,1,Watchlist
25000.0, 60 months,700.46,debt_consolidation,100000.0,18.59,22.7,80.0,1.0,0.0,14.0,28.0,5.0,21.013698630136982,0,Low,High,Very High,1,Watchlist
13025.0, 60 months,341.62,credit_card,34528.0,36.39,19.52,96.5,1.0,0.0,10.0,16.0,10.0,20.18082191780822,0,High,Very High,High,1,Watchlist
6125.0, 36 months,243.5,home_improvement,130000.0,11.4,24.99,82.3,1.0,2.0,6.0,7.0,2.0,15.68219178082192,0,Low,Very High,Very High,1,Watchlist
16000.0, 60 months,393.79,credit_card,70000.0,25.84,16.55,89.6,0.0,2.0,16.0,34.0,3.0,16.926027397260274,0,Moderate,Very High,High,1,Watchlist
7500.0, 36 months,252.67,moving,83000.0,16.14,12.99,85.6,0.0,3.0,7.0,13.0,8.0,9.09041095890411,0,Low,Very High,Moderate,1,Watchlist
9225.0, 36 months,312.39,debt_consolidation,95000.0,34.1,13.35,56.0,0.0,2.0,22.0,49.0,10.0,36.19178082191781,0,High,Moderate,Moderate,1,Watchlist
14000.0, 36 months,503.19,debt_consolidation,56000.0,9.45,17.58,82.2,1.0,0.0,16.0,31.0,6.0,19.92876712328767,0,Low,Very High,High,1,Watchlist
13000.0, 36 months,428.63,debt_consolidation,45800.0,31.07,11.49,26.7,1.0,0.0,11.0,13.0,3.0,8.33972602739726,0,High,Low,Moderate,1,Watchlist
17925.0, 36 months,661.79,debt_consolidation,70000.0,25.85,19.52,89.6,1.0,1.0,9.0,14.0,10.0,13.342465753424657,0,Moderate,Very High,High,1,Watchlist
35000.0, 60 months,1000.8,debt_consolidation,165000.0,7.71,23.7,103.8,5.0,1.0,8.0,32.0,1.0,26.268493150684932,0,Low,,Very High,1,Watchlist
14400.0, 60 months,338.74,debt_consolidation,130000.0,23.62,14.49,100.8,0.0,2.0,11.0,46.0,4.0,18.92876712328767,1,Moderate,,Moderate,1,Watchlist
30000.0, 60 months,697.9,debt_consolidation,140000.0,14.03,13.99,96.9,1.0,0.0,7.0,22.0,1.0,23.6027397260274,1,Low,Very High,Moderate,1,Watchlist
21000.0, 36 months,664.58,debt_consolidation,215000.0,7.44,8.67,80.0,1.0,0.0,8.0,14.0,7.0,24.687671232876713,0,Low,High,Low,1,Watchlist
10000.0, 36 months,341.73,debt_consolidation,55000.0,21.12,13.99,86.7,0.0,2.0,7.0,25.0,2.0,14.846575342465751,0,Moderate,Very High,Moderate,1,Watchlist
10050.0, 36 months,394.72,debt_consolidation,74000.0,11.68,24.08,96.5,0.0,3.0,7.0,15.0,2.0,14.846575342465751,0,Low,Very High,Very High,1,Watchlist
18000.0, 36 months,631.06,debt_consolidation,75000.0,18.61,15.8,81.7,0.0,3.0,21.0,50.0,10.0,25.101369863013694,0,Low,Very High,High,1,Watchlist
14950.0, 60 months,333.47,debt_consolidation,89400.0,32.39,12.12,59.3,1.0,0.0,19.0,46.0,0.0,29.27123287671233,0,High,Moderate,Moderate,1,Watchlist
